"info__year","info__version","info__description","info__contributor","info__url","info__date_created","licenses__id","licenses__url","licenses__name","categories__id","categories__name","categories__supercategory","images__id","images__license","images__file_name","images__height","images__width","images__date_captured","annotations__id","annotations__image_id","annotations__category_id","annotations__bbox__001","annotations__bbox__002","annotations__bbox__003","annotations__bbox__004","annotations__area","annotations__iscrowd"
"","","","","","","","","","","","","","","","","","","3423","1163","4","131","99","223","251.25","56028.75","0"
"","","","","","","","","","","","","","","","","","","3424","1163","3","500","32","15.05","46.45","699.073","0"
"","","","","","","","","","","","","","","","","","","3425","1163","3","514","34","14.12","41.05","579.626","0"
"","","","","","","","","","","","","","","","","","","3426","1163","3","537","34","15.94","27.24","434.206","0"
"","","","","","","","","","","","","","","","","","","3427","1164","3","150","66","122.26","316.47","38691.622","0"
"","","","","","","","","","","","","","","","","","","3428","1165","4","342","58","145.47","261.25","38004.037","0"
"","","","","","","","","","","","","","","","","","","3429","1166","1","105","1","80.81","132.01","10667.728","0"
"","","","","","","","","","","","","","","","","","","3430","1167","1","1","23","100.9","280.48","28300.432","0"
"","","","","","","","","","","","","","","","","","","3431","1167","1","244","51","102.75","268.1","27547.275","0"
"","","","","","","","","","","","","","","","","","","3432","1167","1","361","35","114.14","284.76","32502.506","0"
"","","","","","","","","","","","","","","","","","","3433","1167","1","105","38","134.68","280.95","37838.346","0"
"","","","","","","","","","","","","","","","","","","3434","1167","1","86","62","92.49","249.14","23042.959","0"
"","","","","","","","","","","","","","","","","","","3435","1168","2","218","289","179.75","553.75","99536.563","0"
"","","","","","","","","","","","","","","","","","","3436","1169","1","96","53","167.4","345.63","57858.462","0"
"","","","","","","","","","","","","","","","","","","3437","1170","4","158","45","329","353","116137","0"
"","","","","","","","","","","","","","","","","","","3438","1171","3","170","120","87.55","245.88","21526.794","0"
"","","","","","","","","","","","","","","","","","","3439","1171","3","260","107","99.88","262.35","26203.518","0"
"","","","","","","","","","","","","","","","","","","3440","1171","3","347","116","49.87","150.26","7493.466","0"
"","","","","","","","","","","","","","","","","","","3441","1171","3","581","112","30.61","127.01","3887.776","0"
"","","","","","","","","","","","","","","","","","","3442","1171","3","213","118","44.69","132.78","5933.938","0"
"","","","","","","","","","","","","","","","","","","3443","1172","2","509","0","124.48","240.77","29971.05","0"
"","","","","","","","","","","","","","","","","","","3444","1172","4","274","0","278.29","266.92","74281.167","0"
"","","","","","","","","","","","","","","","","","","3445","1173","1","152","48","100.5","315.29","31686.645","0"
"","","","","","","","","","","","","","","","","","","3446","1173","1","239","82","101.65","258.24","26250.096","0"
"","","","","","","","","","","","","","","","","","","3447","1174","3","128","95","103.43","282.59","29228.284","0"
"","","","","","","","","","","","","","","","","","","3448","1175","4","81","11","125","166","20750","0"
"","","","","","","","","","","","","","","","","","","3449","1176","4","220","2","348.28","530.69","184828.713","0"
"","","","","","","","","","","","","","","","","","","3450","1177","4","79","142","783.55","1156","905783.8","0"
"","","","","","","","","","","","","","","","","","","3451","1178","4","236","147","99.44","248.18","24679.019","0"
"","","","","","","","","","","","","","","","","","","3452","1178","2","167","132","85.54","237.65","20328.581","0"
"","","","","","","","","","","","","","","","","","","3453","1179","4","489","159","231","471","108801","0"
"","","","","","","","","","","","","","","","","","","3454","1179","3","323","169","153.83","434","66762.22","0"
"","","","","","","","","","","","","","","","","","","3455","1179","3","10","141","94.37","228.99","21609.786","0"
"","","","","","","","","","","","","","","","","","","3456","1179","3","783","145","84.1","258.13","21708.733","0"
"","","","","","","","","","","","","","","","","","","3457","1179","3","877","142","62.29","247.68","15427.987","0"
"","","","","","","","","","","","","","","","","","","3458","1179","3","959","151","64.63","237.21","15330.882","0"
"","","","","","","","","","","","","","","","","","","3459","1179","3","725","129","73.36","210.23","15422.473","0"
"","","","","","","","","","","","","","","","","","","3460","1180","1","114","25","46.92","124.28","5831.218","0"
"","","","","","","","","","","","","","","","","","","3461","1181","2","9","4","54.62","154.54","8440.975","0"
"","","","","","","","","","","","","","","","","","","3462","1181","2","66","12","51.89","146.1","7581.129","0"
"","","","","","","","","","","","","","","","","","","3463","1182","4","140","56","102.4","258.13","26432.512","0"
"","","","","","","","","","","","","","","","","","","3464","1182","4","254","44","113","328.12","37077.56","0"
"","","","","","","","","","","","","","","","","","","3465","1183","2","103","87","167.57","384.43","64418.935","0"
"","","","","","","","","","","","","","","","","","","3466","1184","3","121","209","60.58","212.67","12883.549","0"
"","","","","","","","","","","","","","","","","","","3467","1184","1","186","251","81.89","173.33","14193.994","0"
"","","","","","","","","","","","","","","","","","","3468","1184","3","256","167","113.87","251.33","28618.947","0"
"","","","","","","","","","","","","","","","","","","3469","1185","4","193","55","33.17","107.13","3553.502","0"
"","","","","","","","","","","","","","","","","","","3470","1186","4","106","14","52","161","8372","0"
"","","","","","","","","","","","","","","","","","","3471","1186","3","74","29","42.18","126.91","5353.064","0"
"","","","","","","","","","","","","","","","","","","3472","1187","2","459","757","2746.69","3243","8907515.67","0"
"","","","","","","","","","","","","","","","","","","3473","1188","4","201","177","257.72","489.11","126053.429","0"
"","","","","","","","","","","","","","","","","","","3474","1188","3","39","64","158.7","624.44","99098.628","0"
"","","","","","","","","","","","","","","","","","","3475","1188","3","217","133","44.29","97.62","4323.59","0"
"","","","","","","","","","","","","","","","","","","3476","1188","3","346","136","28.7","51.41","1475.467","0"
"","","","","","","","","","","","","","","","","","","3477","1188","3","379","139","31.87","55.53","1769.741","0"
"","","","","","","","","","","","","","","","","","","3478","1188","3","414","139","40.36","59.38","2396.577","0"
"","","","","","","","","","","","","","","","","","","3479","1189","2","251","102","81.13","261.25","21195.212","0"
"","","","","","","","","","","","","","","","","","","3480","1189","2","130","88","113.65","256.88","29194.412","0"
"","","","","","","","","","","","","","","","","","","3481","1189","2","499","109","59.2","148.13","8769.296","0"
"","","","","","","","","","","","","","","","","","","3482","1189","2","561","118","39.15","145","5676.75","0"
"","","","","","","","","","","","","","","","","","","3483","1190","3","20","16","48.21","116.77","5629.482","0"
"","","","","","","","","","","","","","","","","","","3484","1191","4","571","279","160.77","314","50481.78","0"
"","","","","","","","","","","","","","","","","","","3485","1191","3","488","229","96.8","230","22264","0"
"","","","","","","","","","","","","","","","","","","3486","1192","3","505","343","46.81","162","7583.22","0"
"","","","","","","","","","","","","","","","","","","3487","1192","1","542","353","59.8","197","11780.6","0"
"","","","","","","","","","","","","","","","","","","3488","1192","1","606","339","56.78","205","11639.9","0"
"","","","","","","","","","","","","","","","","","","3489","1192","1","440","390","54.82","110","6030.2","0"
"","","","","","","","","","","","","","","","","","","3490","1192","3","331","343","74.84","164","12273.76","0"
"","","","","","","","","","","","","","","","","","","3491","1192","1","435","354","53.82","142","7642.44","0"
"","","","","","","","","","","","","","","","","","","3492","1193","3","156","175","88.65","205.63","18229.1","0"
"","","","","","","","","","","","","","","","","","","3493","1194","1","195","59","127","223","28321","0"
"","","","","","","","","","","","","","","","","","","3494","1194","3","150","61","30.66","96.18","2948.879","0"
"","","","","","","","","","","","","","","","","","","3495","1195","2","143","112","161.42","390.77","63078.093","0"
"","","","","","","","","","","","","","","","","","","3496","1195","2","81","165","52.23","169.23","8838.883","0"
"","","","","","","","","","","","","","","","","","","3497","1195","3","140","170","46.84","176.92","8286.933","0"
"","","","","","","","","","","","","","","","","","","3498","1196","4","137","128","182.53","429.25","78351.003","0"
"","","","","","","","","","","","","","","","","","","3499","1197","1","16","48","165.64","236.67","39202.019","0"
"","","","","","","","","","","","","","","","","","","3500","1197","1","249","50","187.49","226.67","42498.358","0"
"","","","","","","","","","","","","","","","","","","3501","1197","1","131","60","124.64","191.71","23894.734","0"
"","","","","","","","","","","","","","","","","","","3502","1198","3","305","169","128.61","241.25","31027.163","0"
"","","","","","","","","","","","","","","","","","","3503","1198","3","10","136","25.87","79.6","2059.252","0"
"","","","","","","","","","","","","","","","","","","3504","1199","4","752","303","296.37","671","198864.27","0"
"","","","","","","","","","","","","","","","","","","3505","1199","2","569","262","203.65","680","138482","0"
"","","","","","","","","","","","","","","","","","","3506","1200","1","246","60","73.64","158.1","11642.484","0"
"","","","","","","","","","","","","","","","","","","3507","1200","1","124","73","93.23","150.48","14029.25","0"
"","","","","","","","","","","","","","","","","","","3508","1200","1","14","63","71.84","154.76","11117.958","0"
"","","","","","","","","","","","","","","","","","","3509","1200","1","69","56","79.25","163.48","12955.79","0"
"","","","","","","","","","","","","","","","","","","3510","1201","4","277","18","170","381","64770","0"
"","","","","","","","","","","","","","","","","","","3511","1202","2","162","189","44.62","101.76","4540.531","0"
"","","","","","","","","","","","","","","","","","","3512","1202","3","148","165","16.4","33.53","549.892","0"
"","","","","","","","","","","","","","","","","","","3513","1203","2","302","95","88.53","194.55","17223.512","0"
"","","","","","","","","","","","","","","","","","","3514","1203","2","387","102","78.52","193.18","15168.494","0"
"","","","","","","","","","","","","","","","","","","3515","1204","4","73","378","66.85","134.62","8999.347","0"
"","","","","","","","","","","","","","","","","","","3516","1204","2","15","383","52.25","130.77","6832.733","0"
"","","","","","","","","","","","","","","","","","","3517","1205","4","231","143","325.98","390.92","127432.102","0"
"","","","","","","","","","","","","","","","","","","3518","1205","4","83","237","99.14","128.46","12735.524","0"
"","","","","","","","","","","","","","","","","","","3519","1206","4","117","10","247","292","72124","0"
"","","","","","","","","","","","","","","","","","","3520","1207","3","233","72","68.72","195.88","13460.874","0"
"","","","","","","","","","","","","","","","","","","3521","1208","4","115","16","118.42","243.92","28885.006","0"
"","","","","","","","","","","","","","","","","","","3522","1208","3","210","0","137.85","259.3","35744.505","0"
"","","","","","","","","","","","","","","","","","","3523","1209","1","381","516","249.6","660","164736","0"
"","","","","","","","","","","","","","","","","","","3524","1209","1","45","132","349.65","1132","395803.8","0"
"","","","","","","","","","","","","","","","","","","3525","1210","4","34","44","43.94","102.06","4484.516","0"
"","","","","","","","","","","","","","","","","","","3526","1211","2","427","56","214.52","451.5","96855.78","0"
"","","","","","","","","","","","","","","","","","","3527","1212","4","46","9","143","151","21593","0"
"","","","","","","","","","","","","","","","","","","3528","1213","2","398","53","125.08","322.12","40290.77","0"
"","","","","","","","","","","","","","","","","","","3529","1213","2","313","105","110.45","290.59","32095.665","0"
"","","","","","","","","","","","","","","","","","","3530","1214","4","383","74","134.55","307.65","41394.308","0"
"","","","","","","","","","","","","","","","","","","3531","1214","3","286","73","28.73","58.46","1679.556","0"
"","","","","","","","","","","","","","","","","","","3532","1215","1","70","125","296.84","422","125266.48","0"
"","","","","","","","","","","","","","","","","","","3533","1215","1","380","263","210.79","280","59021.2","0"
"","","","","","","","","","","","","","","","","","","3534","1215","1","595","192","288.73","345","99611.85","0"
"","","","","","","","","","","","","","","","","","","3535","1216","1","337","165","79.85","225.33","17992.601","0"
"","","","","","","","","","","","","","","","","","","3536","1216","3","421","127","94.5","263.33","24884.685","0"
"","","","","","","","","","","","","","","","","","","3537","1216","3","263","125","44.55","80","3564","0"
"","","","","","","","","","","","","","","","","","","3538","1217","4","47","149","176.97","205.88","36434.584","0"
"","","","","","","","","","","","","","","","","","","3539","1217","3","187","105","122.25","251.76","30777.66","0"
"","","","","","","","","","","","","","","","","","","3540","1217","2","394","114","82.21","194.12","15958.605","0"
"","","","","","","","","","","","","","","","","","","3541","1218","3","354","221","66.73","128.13","8550.115","0"
"","","","","","","","","","","","","","","","","","","3542","1218","3","414","226","56.1","122.5","6872.25","0"
"","","","","","","","","","","","","","","","","","","3543","1219","3","323","145","62.23","130","8089.9","0"
"","","","","","","","","","","","","","","","","","","3544","1219","4","230","189","100.48","92.35","9279.328","0"
"","","","","","","","","","","","","","","","","","","3545","1220","1","44","96","51.85","113.81","5901.048","0"
"","","","","","","","","","","","","","","","","","","3546","1220","1","146","85","58.02","133.81","7763.656","0"
"","","","","","","","","","","","","","","","","","","3547","1220","1","243","97","33.24","122.38","4067.911","0"
"","","","","","","","","","","","","","","","","","","3548","1220","1","334","86","65.11","138.1","8991.691","0"
"","","","","","","","","","","","","","","","","","","3549","1220","1","268","98","53.7","125.24","6725.388","0"
"","","","","","","","","","","","","","","","","","","3550","1220","1","386","102","40.82","115.24","4704.097","0"
"","","","","","","","","","","","","","","","","","","3551","1220","1","75","88","50.89","128.1","6519.009","0"
"","","","","","","","","","","","","","","","","","","3552","1221","1","176","13","136.88","265","36273.2","0"
"","","","","","","","","","","","","","","","","","","3553","1221","1","95","77","81.36","201.43","16388.345","0"
"","","","","","","","","","","","","","","","","","","3554","1221","1","329","0","125.78","320","40249.6","0"
"","","","","","","","","","","","","","","","","","","3555","1222","2","180","20","56.44","138.4","7811.296","0"
"","","","","","","","","","","","","","","","","","","3556","1222","2","124","0","59.72","155.35","9277.502","0"
"","","","","","","","","","","","","","","","","","","3557","1223","4","118","10","98.26","144.44","14192.674","0"
"","","","","","","","","","","","","","","","","","","3558","1224","4","345","68","102.92","130.13","13392.98","0"
"","","","","","","","","","","","","","","","","","","3559","1224","4","213","68","48.39","120.38","5825.188","0"
"","","","","","","","","","","","","","","","","","","3560","1224","4","39","87","108.42","100","10842","0"
"","","","","","","","","","","","","","","","","","","3561","1224","2","179","65","48.6","139.89","6798.654","0"
"","","","","","","","","","","","","","","","","","","3562","1224","2","88","73","40.95","54.33","2224.814","0"
"","","","","","","","","","","","","","","","","","","3563","1224","3","386","78","7.72","17.4","134.328","0"
"","","","","","","","","","","","","","","","","","","3564","1224","3","391","76","9.51","16.98","161.48","0"
"","","","","","","","","","","","","","","","","","","3565","1225","4","209","78","210.48","322.5","67879.8","0"
"","","","","","","","","","","","","","","","","","","3566","1225","3","17","192","21.25","61.68","1310.7","0"
"","","","","","","","","","","","","","","","","","","3567","1225","3","38","190","18.69","61.68","1152.799","0"
"","","","","","","","","","","","","","","","","","","3568","1225","3","61","194","24.92","58.11","1448.101","0"
"","","","","","","","","","","","","","","","","","","3569","1226","1","79","18","136.37","352.18","48026.787","0"
"","","","","","","","","","","","","","","","","","","3570","1227","4","92","178","261.66","408.91","106995.391","0"
"","","","","","","","","","","","","","","","","","","3571","1228","1","329","28","109.64","241.6","26489.024","0"
"","","","","","","","","","","","","","","","","","","3572","1228","1","250","16","128.8","251.24","32359.712","0"
"","","","","","","","","","","","","","","","","","","3573","1228","1","115","51","165.25","207.6","34305.9","0"
"","","","","","","","","","","","","","","","","","","3574","1228","1","76","20","90.58","250","22645","0"
"","","","","","","","","","","","","","","","","","","3575","1229","2","250","172","122.18","200.77","24530.079","0"
"","","","","","","","","","","","","","","","","","","3576","1230","1","305","59","84.64","189.05","16001.192","0"
"","","","","","","","","","","","","","","","","","","3577","1230","1","382","76","98.4","231.43","22772.712","0"
"","","","","","","","","","","","","","","","","","","3578","1230","1","0","60","92.81","253.81","23556.106","0"
"","","","","","","","","","","","","","","","","","","3579","1230","1","174","74","153.22","245.71","37647.686","0"
"","","","","","","","","","","","","","","","","","","3580","1230","1","72","70","109.58","166.61","18257.124","0"
"","","","","","","","","","","","","","","","","","","3581","1231","1","441","154","81.61","247.06","20162.567","0"
"","","","","","","","","","","","","","","","","","","3582","1231","1","504","166","69.24","141.76","9815.462","0"
"","","","","","","","","","","","","","","","","","","3583","1232","4","7","25","106.58","152.1","16210.818","0"
"","","","","","","","","","","","","","","","","","","3584","1232","3","95","3","84.71","172.03","14572.661","0"
"","","","","","","","","","","","","","","","","","","3585","1233","2","404","66","135.13","301.18","40698.453","0"
"","","","","","","","","","","","","","","","","","","3586","1234","4","256","130","88.71","222.35","19724.668","0"
"","","","","","","","","","","","","","","","","","","3587","1234","2","373","131","79.86","222.94","17803.988","0"
"","","","","","","","","","","","","","","","","","","3588","1234","2","454","131","88.07","217.65","19168.435","0"
"","","","","","","","","","","","","","","","","","","3589","1234","3","99","118","66.12","163.34","10800.041","0"
"","","","","","","","","","","","","","","","","","","3590","1235","4","275","133","156.11","230","35905.3","0"
"","","","","","","","","","","","","","","","","","","3591","1236","1","424","131","33.64","54.15","1821.606","0"
"","","","","","","","","","","","","","","","","","","3592","1236","1","12","96","86.89","151.15","13133.424","0"
"","","","","","","","","","","","","","","","","","","3593","1236","1","114","106","74.17","135.77","10070.061","0"
"","","","","","","","","","","","","","","","","","","3594","1236","1","199","102","48.78","118.85","5797.503","0"
"","","","","","","","","","","","","","","","","","","3595","1236","1","258","116","43.76","97.69","4274.914","0"
"","","","","","","","","","","","","","","","","","","3596","1236","1","306","120","55.28","90","4975.2","0"
"","","","","","","","","","","","","","","","","","","3597","1236","1","358","139","27.56","53.3","1468.948","0"
"","","","","","","","","","","","","","","","","","","3598","1236","1","91","150","43.77","80.14","3507.728","0"
"","","","","","","","","","","","","","","","","","","3599","1236","1","172","156","33.14","62.08","2057.331","0"
"","","","","","","","","","","","","","","","","","","3600","1237","4","86","31","174.02","248.64","43268.333","0"
"","","","","","","","","","","","","","","","","","","3601","1238","1","224","133","56.89","139.57","7940.137","0"
"","","","","","","","","","","","","","","","","","","3602","1238","1","350","153","86.53","135.24","11702.317","0"
"","","","","","","","","","","","","","","","","","","3603","1239","4","66","20","127.07","297","37739.79","0"
"","","","","","","","","","","","","","","","","","","3604","1239","4","197","18","107.52","294.76","31692.595","0"
"","","","","","","","","","","","","","","","","","","3605","1239","1","360","34","43.33","102.59","4445.225","0"
"","","","","","","","","","","","","","","","","","","3606","1240","4","482","152","162.91","220","35840.2","0"
"","","","","","","","","","","","","","","","","","","3607","1240","4","742","80","49.51","111.67","5528.782","0"
"","","","","","","","","","","","","","","","","","","3608","1240","3","689","85","44.54","98.33","4379.618","0"
"","","","","","","","","","","","","","","","","","","3609","1240","3","657","63","37.15","108","4012.2","0"
"","","","","","","","","","","","","","","","","","","3610","1240","3","636","64","19.15","73.33","1404.269","0"
"","","","","","","","","","","","","","","","","","","3611","1240","3","39","58","37.29","85.33","3181.956","0"
"","","","","","","","","","","","","","","","","","","3612","1240","3","150","55","23.27","68.67","1597.951","0"
"","","","","","","","","","","","","","","","","","","3613","1241","3","257","66","62.38","197.5","12320.05","0"
"","","","","","","","","","","","","","","","","","","3614","1241","3","162","54","75.53","221.25","16711.013","0"
"","","","","","","","","","","","","","","","","","","3615","1242","2","59","28","54.56","137.13","7481.813","0"
"","","","","","","","","","","","","","","","","","","3616","1242","2","1","29","58.88","132.97","7829.274","0"
"","","","","","","","","","","","","","","","","","","3617","1243","4","30","34","124","277","34348","0"
"","","","","","","","","","","","","","","","","","","3618","1244","4","85","113","224.26","226.25","50738.825","0"
"","","","","","","","","","","","","","","","","","","3619","1245","2","39","23","61.29","146","8948.34","0"
"","","","","","","","","","","","","","","","","","","3620","1245","2","98","31","48.53","138.25","6709.273","0"
"","","","","","","","","","","","","","","","","","","3621","1245","2","145","43","34.46","124.14","4277.864","0"
"","","","","","","","","","","","","","","","","","","3622","1245","2","146","13","56.21","147.56","8294.348","0"
"","","","","","","","","","","","","","","","","","","3623","1245","2","186","39","48.94","128.85","6305.919","0"
"","","","","","","","","","","","","","","","","","","3624","1245","2","211","35","33.21","124.9","4147.929","0"
"","","","","","","","","","","","","","","","","","","3625","1245","2","31","16","55.3","152.75","8447.075","0"
"","","","","","","","","","","","","","","","","","","3626","1246","4","374","176","160.46","183.13","29385.04","0"
"","","","","","","","","","","","","","","","","","","3627","1246","4","15","170","109.93","147.5","16214.675","0"
"","","","","","","","","","","","","","","","","","","3628","1246","3","111","94","90.54","256.25","23200.875","0"
"","","","","","","","","","","","","","","","","","","3629","1246","3","148","69","75.53","273.13","20629.509","0"
"","","","","","","","","","","","","","","","","","","3630","1246","3","242","43","98.63","334.37","32978.913","0"
"","","","","","","","","","","","","","","","","","","3631","1246","3","349","83","90.59","218.75","19816.563","0"
"","","","","","","","","","","","","","","","","","","3632","1246","3","293","32","32.92","55.22","1817.842","0"
"","","","","","","","","","","","","","","","","","","3633","1246","3","78","42","21.67","41","888.47","0"
"","","","","","","","","","","","","","","","","","","3634","1246","3","100","44","26.16","41.39","1082.762","0"
"","","","","","","","","","","","","","","","","","","3635","1247","1","240","90","90.96","199.55","18151.068","0"
"","","","","","","","","","","","","","","","","","","3636","1247","1","172","42","75.06","256.82","19276.909","0"
"","","","","","","","","","","","","","","","","","","3637","1248","1","120","90","89.54","129.2","11568.568","0"
"","","","","","","","","","","","","","","","","","","3638","1248","1","243","99","67.51","128","8641.28","0"
"","","","","","","","","","","","","","","","","","","3639","1249","1","639","207","390.44","516.57","201689.591","0"
"","","","","","","","","","","","","","","","","","","3640","1250","2","37","244","83.49","260","21707.4","0"
"","","","","","","","","","","","","","","","","","","3641","1250","1","135","346","58.02","158.18","9177.604","0"
"","","","","","","","","","","","","","","","","","","3642","1250","1","170","248","154.35","363.82","56155.617","0"
"","","","","","","","","","","","","","","","","","","3643","1250","2","302","240","45.26","149.09","6747.813","0"
"","","","","","","","","","","","","","","","","","","3644","1250","2","338","245","55.25","152.73","8438.332","0"
"","","","","","","","","","","","","","","","","","","3645","1251","1","165","109","56.15","140.14","7868.861","0"
"","","","","","","","","","","","","","","","","","","3646","1252","2","212","158","64.61","191.18","12352.14","0"
"","","","","","","","","","","","","","","","","","","3647","1252","4","143","144","67.56","202.94","13710.626","0"
"","","","","","","","","","","","","","","","","","","3648","1253","3","350","30","273.19","717.78","196090.318","0"
"","","","","","","","","","","","","","","","","","","3649","1253","3","38","102","228.7","660.78","151120.386","0"
"","","","","","","","","","","","","","","","","","","3650","1253","3","212","22","126.47","453.33","57332.645","0"
"","","","","","","","","","","","","","","","","","","3651","1253","3","3","70","123.18","486.67","59948.011","0"
"","","","","","","","","","","","","","","","","","","3652","1254","2","69","12","54.96","158.58","8715.557","0"
"","","","","","","","","","","","","","","","","","","3653","1254","2","8","4","59.43","164.47","9774.452","0"
"","","","","","","","","","","","","","","","","","","3654","1255","1","64","62","54.12","213.57","11558.408","0"
"","","","","","","","","","","","","","","","","","","3655","1255","1","119","29","150.38","176.19","26495.452","0"
"","","","","","","","","","","","","","","","","","","3656","1255","1","299","90","43.69","184.29","8051.63","0"
"","","","","","","","","","","","","","","","","","","3657","1255","1","345","74","90.82","232.86","21148.345","0"
"","","","","","","","","","","","","","","","","","","3658","1256","1","113","118","51.95","145.6","7563.92","0"
"","","","","","","","","","","","","","","","","","","3659","1256","1","31","83","79.96","180","14392.8","0"
"","","","","","","","","","","","","","","","","","","3660","1257","2","160","2","109.68","170","18645.6","0"
"","","","","","","","","","","","","","","","","","","3661","1257","2","65","13","107.75","163.11","17575.103","0"
"","","","","","","","","","","","","","","","","","","3662","1258","4","264","142","122.33","192.71","23574.214","0"
"","","","","","","","","","","","","","","","","","","3663","1258","3","421","49","144.54","343.18","49603.237","0"
"","","","","","","","","","","","","","","","","","","3664","1258","3","108","47","166.37","344.94","57387.668","0"
"","","","","","","","","","","","","","","","","","","3665","1258","3","0","0","313.04","267.64","83782.026","0"
"","","","","","","","","","","","","","","","","","","3666","1258","4","0","139","57.23","71.65","4100.53","0"
"","","","","","","","","","","","","","","","","","","3667","1258","3","52","141","38.16","72.12","2752.099","0"
"","","","","","","","","","","","","","","","","","","3668","1259","4","206","28","177","249","44073","0"
"","","","","","","","","","","","","","","","","","","3669","1260","1","183","81","92.29","200","18458","0"
"","","","","","","","","","","","","","","","","","","3670","1260","1","323","41","72.26","147.62","10667.021","0"
"","","","","","","","","","","","","","","","","","","3671","1260","1","114","26","41.84","92.86","3885.262","0"
"","","","","","","","","","","","","","","","","","","3672","1260","1","251","43","60.85","140","8519","0"
"","","","","","","","","","","","","","","","","","","3673","1261","3","189","8","140.51","363","51005.13","0"
"","","","","","","","","","","","","","","","","","","3674","1261","3","44","153","35.46","116.1","4116.906","0"
"","","","","","","","","","","","","","","","","","","3675","1261","3","70","147","33.33","118.08","3935.606","0"
"","","","","","","","","","","","","","","","","","","3676","1261","3","30","149","31.86","106.23","3384.488","0"
"","","","","","","","","","","","","","","","","","","3677","1261","3","147","153","30.35","109.04","3309.364","0"
"","","","","","","","","","","","","","","","","","","3678","1261","3","178","159","33.57","99.04","3324.773","0"
"","","","","","","","","","","","","","","","","","","3679","1261","3","381","2","114.24","370.33","42306.499","0"
"","","","","","","","","","","","","","","","","","","3680","1261","3","4","162","22.26","68.16","1517.242","0"
"","","","","","","","","","","","","","","","","","","3681","1262","4","250","66","256.76","445.38","114355.769","0"
"","","","","","","","","","","","","","","","","","","3682","1262","3","620","95","17.16","49.29","845.816","0"
"","","","","","","","","","","","","","","","","","","3683","1263","4","235","17","129.25","360","46530","0"
"","","","","","","","","","","","","","","","","","","3684","1264","3","371","13","139.21","355.63","49507.252","0"
"","","","","","","","","","","","","","","","","","","3685","1264","1","279","177","84.87","199.38","16921.381","0"
"","","","","","","","","","","","","","","","","","","3686","1264","3","166","62","112.39","300.63","33787.806","0"
"","","","","","","","","","","","","","","","","","","3687","1265","1","238","35","96.15","257.48","24756.702","0"
"","","","","","","","","","","","","","","","","","","3688","1265","1","118","141","42.31","130.48","5520.609","0"
"","","","","","","","","","","","","","","","","","","3689","1265","1","169","141","44.68","124.76","5574.277","0"
"","","","","","","","","","","","","","","","","","","3690","1265","1","95","189","31.37","75.97","2383.179","0"
"","","","","","","","","","","","","","","","","","","3691","1265","1","206","158","40.3","102.81","4143.243","0"
"","","","","","","","","","","","","","","","","","","3692","1266","1","221","67","46.23","90","4160.7","0"
"","","","","","","","","","","","","","","","","","","3693","1266","1","271","57","53.51","102","5458.02","0"
"","","","","","","","","","","","","","","","","","","3694","1266","1","294","57","112.68","198.4","22355.712","0"
"","","","","","","","","","","","","","","","","","","3695","1267","4","39","29","239.93","263.14","63135.18","0"
"","","","","","","","","","","","","","","","","","","3696","1267","4","271","28","199.73","260.48","52025.67","0"
"","","","","","","","","","","","","","","","","","","3697","1268","1","337","120","62.23","148.24","9224.975","0"
"","","","","","","","","","","","","","","","","","","3698","1269","1","206","110","64.51","146.71","9464.262","0"
"","","","","","","","","","","","","","","","","","","3699","1269","1","116","87","83.73","167.62","14034.823","0"
"","","","","","","","","","","","","","","","","","","3700","1270","4","242","8","353","400","141200","0"
"","","","","","","","","","","","","","","","","","","3701","1271","3","203","129","106.36","242.35","25776.346","0"
"","","","","","","","","","","","","","","","","","","3702","1271","3","324","135","80.46","234.71","18884.767","0"
"","","","","","","","","","","","","","","","","","","3703","1272","4","136","0","179.89","285.29","51320.818","0"
"","","","","","","","","","","","","","","","","","","3704","1273","4","88","20","110.48","155.95","17229.356","0"
"","","","","","","","","","","","","","","","","","","3705","1273","4","3","18","73.21","115.95","8488.699","0"
"","","","","","","","","","","","","","","","","","","3706","1273","3","66","0","63.91","89.46","5717.389","0"
"","","","","","","","","","","","","","","","","","","3707","1274","4","191","65","259.86","304.12","79028.623","0"
"","","","","","","","","","","","","","","","","","","3708","1275","2","281","214","66.36","121.76","8079.994","0"
"","","","","","","","","","","","","","","","","","","3709","1275","3","373","227","10.28","20.26","208.273","0"
"","","","","","","","","","","","","","","","","","","3710","1275","3","360","227","10.46","22.67","237.128","0"
"","","","","","","","","","","","","","","","","","","3711","1275","3","350","228","9.44","20.94","197.674","0"
"","","","","","","","","","","","","","","","","","","3712","1275","3","343","226","8.2","22.9","187.78","0"
"","","","","","","","","","","","","","","","","","","3713","1276","1","108","109","82.41","218.13","17976.093","0"
"","","","","","","","","","","","","","","","","","","3714","1276","1","192","122","98.64","213.13","21023.143","0"
"","","","","","","","","","","","","","","","","","","3715","1276","1","292","99","85.49","233.75","19983.287","0"
"","","","","","","","","","","","","","","","","","","3716","1276","1","380","88","80.47","238.75","19212.213","0"
"","","","","","","","","","","","","","","","","","","3717","1277","2","120","16","56.89","135.41","7703.475","0"
"","","","","","","","","","","","","","","","","","","3718","1277","2","61","27","63.71","128.92","8213.493","0"
"","","","","","","","","","","","","","","","","","","3719","1278","2","140","7","57.32","140","8024.8","0"
"","","","","","","","","","","","","","","","","","","3720","1278","4","81","10","57.16","126.51","7231.312","0"
